id,user_id,title,description,slug,active,questions,image,premium,type,prompt,custom_template,tone_of_voice,color,filters,package,created_at,updated_at
130,NULL,"Bug Fix","Identify and fix bugs in code to improve functionality and performance.",bug_fix,1,"[{""name"":""issue_description"",""type"":""textarea"",""question"":""Issue Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M19.707 4.293a1 1 0 00-1.414 0l-3.5 3.5A6.972 6.972 0 0012 4a7 7 0 00-7 7c0 3.128 2.053 5.862 5 6.75V18a1 1 0 002 0v-.25c2.947-.888 5-3.622 5-6.75a7 7 0 00-2.793-5.618l-3.5-3.5a1 1 0 00-1.414 1.414l3.5 3.5a4.976 4.976 0 011.914 3.328A5 5 0 0112 11a4.976 4.976 0 01-3.328-1.914A5 5 0 018 6a4.978 4.978 0 011.207-3.293A1 1 0 009.207.293 6.98 6.98 0 0112 0a7 7 0 017 7c0 2.562-1.373 4.832-3.414 6.064l-.5.436V14a1 1 0 00-2 0v1a1 1 0 001 1h4a1 1 0 000-2h-1V11h1a1 1 0 000-2h-1V8h1a1 1 0 000-2h-1V5a1 1 0 00.293-.707zM12 22a6.978 6.978 0 01-5.064-2.192l-2.686 2.686A1 1 0 004 23a1 1 0 00.707-1.707l2.636-2.636A7.015 7.015 0 014 17c0-3.86 3.14-7 7-7s7 3.14 7 7-3.14 7-7 7z""/></svg>",0,text,"Identify and fix the following issue: **issue_description**.",1,0,#F1C40F,development,NULL,2025-09-26T14:24:00.000000Z,2025-09-26T14:24:00.000000Z
131,NULL,"Explain Code","Provide explanations and clarifications on specific sections of code.",explain_code,1,"[{""name"":""code_section"",""type"":""textarea"",""question"":""Code Section"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M19 2H5c-1.104 0-2 .896-2 2v16c0 1.104.896 2 2 2h14c1.104 0 2-.896 2-2V4c0-1.104-.896-2-2-2zm0 18H5V4h14v16z""/></svg>",0,text,"Provide explanations and clarifications on the following code section: **code_section**.",1,0,#C2D6D6,development,NULL,2025-09-26T14:24:00.000000Z,2025-09-26T14:24:00.000000Z
132,NULL,"Teach Code","Create educational materials and tutorials to teach coding concepts and techniques.",teach_code,1,"[{""name"":""concept"",""type"":""textarea"",""question"":""Concept"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2C6.488 2 2 6.488 2 12s4.488 10 10 10 10-4.488 10-10S17.512 2 12 2zm0 18.25c-4.525 0-8.25-3.725-8.25-8.25S7.475 3.75 12 3.75 20.25 7.475 20.25 12 16.525 20.25 12 20.25zm-.24-9.504l-4.536 4.537L6.88 13.68l4.397-4.395-1.01-1.01-4.88 4.88 4.88 4.88 1.01-1.01-4.395-4.397 1.057-1.057 4.537 4.537 1.414-1.414z""/></svg>",0,text,"Create educational materials and tutorials to teach the coding concept: **concept**.",1,0,#D6A3A3,development,NULL,2025-09-26T14:24:01.000000Z,2025-09-26T14:24:01.000000Z
133,NULL,"Changelog Creator","Generate changelogs to document updates and modifications in software or projects.",changelog_creator_dev,1,"[{""name"":""version"",""type"":""text"",""question"":""Version"",""select"":""""},{""name"":""changes"",""type"":""textarea"",""question"":""Changes"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4a2 2 0 00-2 2v16a2 2 0 002 2h14a2 2 0 002-2V4a2 2 0 00-2-2zm0 18H4V4h14v16zm-4-5H9v-2h6v2zm0-4H9V9h6v2zm0-4H9V5h6v2z""/></svg>",0,text,"Generate a changelog for version **version** documenting the following changes: **changes**.",1,0,#3498DB,development,NULL,2025-09-26T14:24:01.000000Z,2025-09-26T14:24:01.000000Z
134,NULL,"Welcome Email","Craft a warm and engaging email to welcome new subscribers or users.",welcome_email,1,"[{""name"":""recipient_name"",""type"":""text"",""question"":""Recipient Name"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M22 2H2C.894 2 0 2.894 0 4v16c0 1.106.894 2 2 2h20c1.106 0 2-.894 2-2V4c0-1.106-.894-2-2-2zm0 4L12 13 2 6v2l10 7 10-7V6z""/></svg>",0,text,"Craft a warm welcome email for **recipient_name**.",1,0,#D6A3A3,email,NULL,2025-09-26T14:24:01.000000Z,2025-09-26T14:24:01.000000Z
135,NULL,"Invitation Mail","Create an inviting email to send out invitations for events, gatherings, or meetings.",invitation_mail,1,"[{""name"":""event_name"",""type"":""text"",""question"":""Event Name"",""select"":""""},{""name"":""event_date"",""type"":""text"",""question"":""Event Date"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M19 4H5a2 2 0 00-2 2v12a2 2 0 002 2h14a2 2 0 002-2V6a2 2 0 00-2-2zm0 4l-7 5-7-5V6l7 5 7-5v2z""/></svg>",0,text,"Create an inviting email for **event_name** happening on **event_date**.",1,0,#3498DB,email,NULL,2025-09-26T14:24:02.000000Z,2025-09-26T14:24:02.000000Z
136,NULL,"Follow up Email","Craft a follow-up email to reconnect with clients, customers, or contacts.",follow_up_email,1,"[{""name"":""recipient_name"",""type"":""text"",""question"":""Recipient Name"",""select"":""""},{""name"":""reason"",""type"":""textarea"",""question"":""Reason for Follow-up"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M22 2H2C.894 2 0 2.894 0 4v16c0 1.106.894 2 2 2h20c1.106 0 2-.894 2-2V4c0-1.106-.894-2-2-2zm0 4L12 13 2 6v2l10 7 10-7V6z""/></svg>",0,text,"Craft a follow-up email for **recipient_name** regarding **reason**.",1,0,#F1C40F,email,NULL,2025-09-26T14:24:02.000000Z,2025-09-26T14:24:02.000000Z
137,NULL,"Reply Email","Compose a professional email response to reply to inquiries, questions, or requests.",reply_email,1,"[{""name"":""sender_name"",""type"":""text"",""question"":""Sender Name"",""select"":""""},{""name"":""subject"",""type"":""text"",""question"":""Subject"",""select"":""""},{""name"":""message"",""type"":""textarea"",""question"":""Message"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M22 2H2C.894 2 0 2.894 0 4v16c0 1.106.894 2 2 2h20c1.106 0 2-.894 2-2V4c0-1.106-.894-2-2-2zm0 4L12 13 2 6v2l10 7 10-7V6z""/></svg>",0,text,"Compose a professional email response to **sender_name** regarding the subject **subject**. Message: **message**.",1,0,#C2D6D6,email,NULL,2025-09-26T14:24:03.000000Z,2025-09-26T14:24:03.000000Z
138,NULL,Newsletter,"Design and create a newsletter to share updates, news, or promotions with subscribers.",newsletter,1,"[{""name"":""topic"",""type"":""text"",""question"":""Newsletter Topic"",""select"":""""},{""name"":""content"",""type"":""textarea"",""question"":""Newsletter Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M15.414 3H2a1 1 0 00-1 1v16a1 1 0 001 1h18a1 1 0 001-1V7.586L15.414 3zM20 18H4V6h11.414L20 9.586V18zm-8-4h-4v2h4v-2zm0-4h-4v2h4v-2zm0-4h-4v2h4V6z""/></svg>",0,text,"Design and create a newsletter on **topic**. Content: **content**.",1,0,#F1C40F,email,NULL,2025-09-26T14:24:03.000000Z,2025-09-26T14:24:03.000000Z
139,NULL,"Press Release","Write a press release to announce new products, events, or company updates.",press_release,1,"[{""name"":""announcement"",""type"":""textarea"",""question"":""Announcement"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M22 2H2C.894 2 0 2.894 0 4v16c0 1.106.894 2 2 2h20c1.106 0 2-.894 2-2V4c0-1.106-.894-2-2-2zm0 4L12 13 2 6v2l10 7 10-7V6z""/></svg>",0,text,"Write a press release to announce: **announcement**.",1,0,#D6A3A3,email,NULL,2025-09-26T14:24:03.000000Z,2025-09-26T14:24:03.000000Z
140,NULL,"Cold Email","Create an effective cold email to reach out to potential clients or partners.",cold_email,1,"[{""name"":""recipient_name"",""type"":""text"",""question"":""Recipient Name"",""select"":""""},{""name"":""reason"",""type"":""textarea"",""question"":""Reason for Contact"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M22 2H2C.894 2 0 2.894 0 4v16c0 1.106.894 2 2 2h20c1.106 0 2-.894 2-2V4c0-1.106-.894-2-2-2zm0 4L12 13 2 6v2l10 7 10-7V6z""/></svg>",0,text,"Create an effective cold email to reach out to **recipient_name** regarding **reason**.",1,0,#3498DB,email,NULL,2025-09-26T14:24:04.000000Z,2025-09-26T14:24:04.000000Z
141,NULL,"Create a Workout Plan","Design a personalized workout plan tailored to individual needs and fitness goals.",workout_plan,1,"[{""name"":""fitness_goals"",""type"":""textarea"",""question"":""Fitness Goals"",""select"":""""},{""name"":""current_fitness_level"",""type"":""text"",""question"":""Current Fitness Level"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v18c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Design a personalized workout plan to achieve **fitness_goals** considering your **current_fitness_level**.",1,0,#D6A3A3,"fitness & health",NULL,2025-09-26T14:24:04.000000Z,2025-09-26T14:24:04.000000Z
142,NULL,"Create a Meal Plan","Develop a customized meal plan based on dietary preferences, nutritional needs, and health goals.",meal_plan,1,"[{""name"":""dietary_preferences"",""type"":""text"",""question"":""Dietary Preferences"",""select"":""""},{""name"":""health_goals"",""type"":""textarea"",""question"":""Health Goals"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v18c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Develop a customized meal plan based on **dietary_preferences** to achieve **health_goals**.",1,0,#3498DB,"fitness & health",NULL,2025-09-26T14:24:05.000000Z,2025-09-26T14:24:05.000000Z
143,NULL,eBook,"Generate a complete eBook on any topic of your choice.",ebook,1,"[{""name"":""topic"",""type"":""text"",""question"":""Topic"",""select"":""""},{""name"":""audience"",""type"":""text"",""question"":""Audience"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate a complete eBook on the topic **topic** for the **audience** audience.",1,0,#F1C40F,writer,NULL,2025-09-26T14:24:05.000000Z,2025-09-26T14:24:05.000000Z
144,NULL,Paragraph,"Generate a well-written paragraph on any given topic.",paragraph,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate a well-written paragraph on the topic **topic**.",1,0,#C2D6D6,writer,NULL,2025-09-26T14:24:06.000000Z,2025-09-26T14:24:06.000000Z
145,NULL,"Story Generator","Generate creative story ideas or complete stories based on provided prompts.",story_generator,1,"[{""name"":""prompt"",""type"":""textarea"",""question"":""Prompt"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate creative story ideas or complete stories based on the provided prompt: **prompt**.",1,0,#D6A3A3,writer,NULL,2025-09-26T14:24:06.000000Z,2025-09-26T14:24:06.000000Z
146,NULL,"Book Ideas","Generate ideas for new books or novels based on specified themes or genres.",book_ideas,1,"[{""name"":""theme"",""type"":""text"",""question"":""Theme"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate ideas for new books or novels based on the theme **theme**.",1,0,#3498DB,writer,NULL,2025-09-26T14:24:06.000000Z,2025-09-26T14:24:06.000000Z
147,NULL,"Content Improver","Enhance the quality and readability of existing content by providing suggestions for improvement.",content_improver,1,"[{""name"":""content"",""type"":""textarea"",""question"":""Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Enhance the quality and readability of the provided content: **content**.",1,0,#F1C40F,writer,NULL,2025-09-26T14:24:07.000000Z,2025-09-26T14:24:07.000000Z
148,NULL,"Explain to a Child","Simplify complex topics or concepts to make them understandable to children.",explain_to_child,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Simplify the topic **topic** to make it understandable to children.",1,0,#F1C40F,misc,NULL,2025-09-26T14:24:07.000000Z,2025-09-26T14:24:07.000000Z
149,NULL,"Write News From a Journalist Point of View","Craft news articles from the perspective of a journalist.",write_news_journalist_view,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Write a news article from the perspective of a journalist on the topic **topic**.",1,0,#C2D6D6,misc,NULL,2025-09-26T14:24:08.000000Z,2025-09-26T14:24:08.000000Z
150,NULL,"Generate From RSS Feed","Generate content based on the information extracted from a provided RSS feed.",generate_from_rss_feed,1,"[{""name"":""rss_feed_url"",""type"":""text"",""question"":""RSS Feed URL"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate content based on the information extracted from the provided RSS feed: **rss_feed_url**.",1,0,#D6A3A3,misc,NULL,2025-09-26T14:24:08.000000Z,2025-09-26T14:24:08.000000Z
151,NULL,"Undetectable AI","Generate content or responses that are indistinguishable from human-generated content.",undetectable_ai,1,"[{""name"":""prompt"",""type"":""textarea"",""question"":""Prompt"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate content or responses that are indistinguishable from human-generated content based on the provided prompt: **prompt**.",1,0,#3498DB,misc,NULL,2025-09-26T14:24:09.000000Z,2025-09-26T14:24:09.000000Z
152,NULL,"Pros and Cons","Generate a list of pros and cons for any given topic.",pros_and_cons,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate a list of pros and cons for the topic **topic**.",1,0,#F1C40F,misc,NULL,2025-09-26T14:24:09.000000Z,2025-09-26T14:24:09.000000Z
153,NULL,"Real Estate Listing","Generate real estate listings for properties based on specified criteria.",real_estate_listing,1,"[{""name"":""criteria"",""type"":""textarea"",""question"":""Criteria"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate real estate listings for properties based on the following criteria: **criteria**.",1,0,#C2D6D6,misc,NULL,2025-09-26T14:24:09.000000Z,2025-09-26T14:24:09.000000Z
154,NULL,"Prompt Generator","Generate creative prompts to inspire writing, brainstorming, or idea generation.",prompt_generator,1,"[{""name"":""type"",""type"":""text"",""question"":""Type"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M20 2H4c-1.105 0-2 .895-2 2v16c0 1.105.895 2 2 2h16c1.105 0 2-.895 2-2V4c0-1.105-.895-2-2-2zm0 4l-8 5-8-5V4l8 5 8-5v2z""/></svg>",0,text,"Generate creative prompts of type **type** to inspire writing, brainstorming, or idea generation.",1,0,#D6A3A3,misc,NULL,2025-09-26T14:24:10.000000Z,2025-09-26T14:24:10.000000Z
155,NULL,"AI Image Generator","Create stunning images in seconds.",ai_image_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Describe the Image"",""select"":""""},{""name"":""size"",""type"":""select"",""question"":""Image Resolution"",""select"":""<option value='256x256'>256x256</option><option value='512x512'>512x512</option><option value='1024x1024'>1024x1024</option>""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M180 936q-24 0-42-18t-18-42V276q0-24 18-42t42-18h600q24 0 42 18t18 42v600q0 24-18 42t-42 18H180Zm56-157h489L578 583 446 754l-93-127-117 152Z""/></svg>",0,image,NULL,0,0,#D1C5DE,development,NULL,2025-09-26T14:24:10.000000Z,2025-09-26T14:24:10.000000Z
